Date,Open,High,Low,Close,Volume
2/22/2021,46.69,48.51,42.4,46,"19,476,020"
2/19/2021,41.28,43.89,38.5,40.59,"14,828,240"
2/18/2021,48.49,48.87,40.65,40.69,"23,990,561"
2/17/2021,49.77,51.19,44.56,45.94,"9,260,795"
2/16/2021,52.66,53.5,49.04,49.51,"8,175,030"
2/12/2021,50.75,55.24,48.05,52.4,"14,573,260"
2/11/2021,50.01,55.32,48.22,51.1,"13,056,730"
2/10/2021,50.77,62.83,46.55,51.2,"36,455,039"
2/9/2021,56.61,57,46.52,50.31,"26,843,080"
2/8/2021,72.41,72.66,58.02,60,"25,687,279"
2/5/2021,54.04,95,51.09,63.77,"81,345,008"
2/4/2021,91.19,91.5,53.33,53.5,"62,427,281"
2/3/2021,112.01,113.4,85.25,92.41,"42,698,512"
2/2/2021,140.76,158,74.22,90,"78,183,070"
2/1/2021,316.56,322,212,225,"37,382,152"
1/29/2021,379.71,413.98,250,325,"50,566,059"
1/28/2021,265,483,112.25,193.6,"58,815,809"
